date,average,ticker,industry
1977-01,0.345,LMT,Industrials
1977-02,0.341,LMT,Industrials
1977-03,0.335,LMT,Industrials
1977-04,0.325,LMT,Industrials
1977-05,0.385,LMT,Industrials
1977-06,0.486,LMT,Industrials
1977-07,0.568,LMT,Industrials
1977-08,0.591,LMT,Industrials
1977-09,0.526,LMT,Industrials
1977-10,0.498,LMT,Industrials
1977-11,0.527,LMT,Industrials
1977-12,0.519,LMT,Industrials
1978-01,0.47,LMT,Industrials
1978-02,0.467,LMT,Industrials
1978-03,0.542,LMT,Industrials
1978-04,0.705,LMT,Industrials
1978-05,0.836,LMT,Industrials
1978-06,0.801,LMT,Industrials
1978-07,0.822,LMT,Industrials
1978-08,1.178,LMT,Industrials
1978-09,1.062,LMT,Industrials
1978-10,0.86,LMT,Industrials
1978-11,0.677,LMT,Industrials
1978-12,0.704,LMT,Industrials
1979-01,0.759,LMT,Industrials
1979-02,0.707,LMT,Industrials
1979-03,0.667,LMT,Industrials
1979-04,0.751,LMT,Industrials
1979-05,0.698,LMT,Industrials
1979-06,0.736,LMT,Industrials
1979-07,0.733,LMT,Industrials
1979-08,0.941,LMT,Industrials
1979-09,0.95,LMT,Industrials
1979-10,0.796,LMT,Industrials
1979-11,0.879,LMT,Industrials
1979-12,1.123,LMT,Industrials
1980-01,1.441,LMT,Industrials
1980-02,1.327,LMT,Industrials
1980-03,1.05,LMT,Industrials
1980-04,1.042,LMT,Industrials
1980-05,1.054,LMT,Industrials
1980-06,0.974,LMT,Industrials
1980-07,0.998,LMT,Industrials
1980-08,1.117,LMT,Industrials
1980-09,1.167,LMT,Industrials
1980-10,1.113,LMT,Industrials
1980-11,1.152,LMT,Industrials
1980-12,1.055,LMT,Industrials
1981-01,1.073,LMT,Industrials
1981-02,0.968,LMT,Industrials
1981-03,0.942,LMT,Industrials
1981-04,1.024,LMT,Industrials
1981-05,1.247,LMT,Industrials
1981-06,1.396,LMT,Industrials
1981-07,1.228,LMT,Industrials
1981-08,1.325,LMT,Industrials
1981-09,1.131,LMT,Industrials
1981-10,1.271,LMT,Industrials
1981-11,1.316,LMT,Industrials
1981-12,1.578,LMT,Industrials
1982-01,1.58,LMT,Industrials
1982-02,1.756,LMT,Industrials
1982-03,1.62,LMT,Industrials
1982-04,1.78,LMT,Industrials
1982-05,1.743,LMT,Industrials
1982-06,1.719,LMT,Industrials
1982-07,1.937,LMT,Industrials
1982-08,1.932,LMT,Industrials
1982-09,2.316,LMT,Industrials
1982-10,2.551,LMT,Industrials
1982-11,2.617,LMT,Industrials
1982-12,2.572,LMT,Industrials
1983-01,2.862,LMT,Industrials
1983-02,3.021,LMT,Industrials
1983-03,3.352,LMT,Industrials
1983-04,3.897,LMT,Industrials
1983-05,3.952,LMT,Industrials
1983-06,4.142,LMT,Industrials
1983-07,4.063,LMT,Industrials
1983-08,3.857,LMT,Industrials
1983-09,4.087,LMT,Industrials
1983-10,4.424,LMT,Industrials
1983-11,4.224,LMT,Industrials
1983-12,4.056,LMT,Industrials
1984-01,4.073,LMT,Industrials
1984-02,3.606,LMT,Industrials
1984-03,3.38,LMT,Industrials
1984-04,3.605,LMT,Industrials
1984-05,3.697,LMT,Industrials
1984-06,3.804,LMT,Industrials
1984-07,3.976,LMT,Industrials
1984-08,4.601,LMT,Industrials
1984-09,4.717,LMT,Industrials
1984-10,4.693,LMT,Industrials
1984-11,4.586,LMT,Industrials
1984-12,4.423,LMT,Industrials
1985-01,4.675,LMT,Industrials
1985-02,5.269,LMT,Industrials
1985-03,5.11,LMT,Industrials
1985-04,4.981,LMT,Industrials
1985-05,5.124,LMT,Industrials
1985-06,5.352,LMT,Industrials
1985-07,5.68,LMT,Industrials
1985-08,5.527,LMT,Industrials
1985-09,5.271,LMT,Industrials
1985-10,4.794,LMT,Industrials
1985-11,5.05,LMT,Industrials
1985-12,5.072,LMT,Industrials
1986-01,4.947,LMT,Industrials
1986-02,5.352,LMT,Industrials
1986-03,5.939,LMT,Industrials
1986-04,5.958,LMT,Industrials
1986-05,5.842,LMT,Industrials
1986-06,5.72,LMT,Industrials
1986-07,5.414,LMT,Industrials
1986-08,5.219,LMT,Industrials
1986-09,4.944,LMT,Industrials
1986-10,4.793,LMT,Industrials
1986-11,5.288,LMT,Industrials
1986-12,5.602,LMT,Industrials
1987-01,5.598,LMT,Industrials
1987-02,5.804,LMT,Industrials
1987-03,5.582,LMT,Industrials
1987-04,5.335,LMT,Industrials
1987-05,5.088,LMT,Industrials
1987-06,5.655,LMT,Industrials
1987-07,6.068,LMT,Industrials
1987-08,6.186,LMT,Industrials
1987-09,6.057,LMT,Industrials
1987-10,5.122,LMT,Industrials
1987-11,4.217,LMT,Industrials
1987-12,3.884,LMT,Industrials
1988-01,4.084,LMT,Industrials
1988-02,4.501,LMT,Industrials
1988-03,4.92,LMT,Industrials
1988-04,4.988,LMT,Industrials
1988-05,4.888,LMT,Industrials
1988-06,5.023,LMT,Industrials
1988-07,4.902,LMT,Industrials
1988-08,4.71,LMT,Industrials
1988-09,4.554,LMT,Industrials
1988-10,4.895,LMT,Industrials
1988-11,4.643,LMT,Industrials
1988-12,4.705,LMT,Industrials
1989-01,4.996,LMT,Industrials
1989-02,5.485,LMT,Industrials
1989-03,5.488,LMT,Industrials
1989-04,5.38,LMT,Industrials
1989-05,5.518,LMT,Industrials
1989-06,5.681,LMT,Industrials
1989-07,5.657,LMT,Industrials
1989-08,5.87,LMT,Industrials
1989-09,5.796,LMT,Industrials
1989-10,5.532,LMT,Industrials
1989-11,4.85,LMT,Industrials
1989-12,4.705,LMT,Industrials
1990-01,4.722,LMT,Industrials
1990-02,4.36,LMT,Industrials
1990-03,4.345,LMT,Industrials
1990-04,4.314,LMT,Industrials
1990-05,4.143,LMT,Industrials
1990-06,4.31,LMT,Industrials
1990-07,3.75,LMT,Industrials
1990-08,3.474,LMT,Industrials
1990-09,3.188,LMT,Industrials
1990-10,3.278,LMT,Industrials
1990-11,3.754,LMT,Industrials
1990-12,4.082,LMT,Industrials
1991-01,4.388,LMT,Industrials
1991-02,5.088,LMT,Industrials
1991-03,5.314,LMT,Industrials
1991-04,5.441,LMT,Industrials
1991-05,5.475,LMT,Industrials
1991-06,5.462,LMT,Industrials
1991-07,5.876,LMT,Industrials
1991-08,5.762,LMT,Industrials
1991-09,5.352,LMT,Industrials
1991-10,5.406,LMT,Industrials
1991-11,5.894,LMT,Industrials
1991-12,5.77,LMT,Industrials
1992-01,5.693,LMT,Industrials
1992-02,5.824,LMT,Industrials
1992-03,6.033,LMT,Industrials
1992-04,6.104,LMT,Industrials
1992-05,6.059,LMT,Industrials
1992-06,6.016,LMT,Industrials
1992-07,6.089,LMT,Industrials
1992-08,6.48,LMT,Industrials
1992-09,6.486,LMT,Industrials
1992-10,6.339,LMT,Industrials
1992-11,6.551,LMT,Industrials
1992-12,7.537,LMT,Industrials
1993-01,7.712,LMT,Industrials
1993-02,8.065,LMT,Industrials
1993-03,8.507,LMT,Industrials
1993-04,8.749,LMT,Industrials
1993-05,8.8,LMT,Industrials
1993-06,8.895,LMT,Industrials
1993-07,9.366,LMT,Industrials
1993-08,8.917,LMT,Industrials
1993-09,8.99,LMT,Industrials
1993-10,9.336,LMT,Industrials
1993-11,9.965,LMT,Industrials
1993-12,9.909,LMT,Industrials
1994-01,9.325,LMT,Industrials
1994-02,9.466,LMT,Industrials
1994-03,9.577,LMT,Industrials
1994-04,8.881,LMT,Industrials
1994-05,8.996,LMT,Industrials
1994-06,9.507,LMT,Industrials
1994-07,9.218,LMT,Industrials
1994-08,9.589,LMT,Industrials
1994-09,10.738,LMT,Industrials
1994-10,10.341,LMT,Industrials
1994-11,10.485,LMT,Industrials
1994-12,10.268,LMT,Industrials
1995-01,10.874,LMT,Industrials
1995-02,11.145,LMT,Industrials
1995-03,12.301,LMT,Industrials
1995-04,13.458,LMT,Industrials
1995-05,14.337,LMT,Industrials
1995-06,14.938,LMT,Industrials
